year,state,industry,nsva,industry_startups,industry_share,industry_cagr_3y,startup_cagr_3y,economic_strength_score,industry_growth_score,startup_momentum_score,underpenetration_score,industry_presence_score,balanced_opportunity_score,growth_opportunity_score,market entry_opportunity_score,balanced_rank,growth_rank,market entry_rank,opportunity_tier,key_drivers,top_drivers,weakest_dimensions,best_strategy,business_recommendation,ml_growth_probability,ml_high_growth_prediction,ml_growth_category
2025,Jammu & Kashmir,Media & Entertainment,206673.0,2.0,0.0079365079365079,-12.64195352637011,14.020744690430842,7.69,23.08,92.31,45.23,7.69,35.2,41.74,30.49,13.0,11.0,13.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Presence.",68.75,1.0,High
2025,Jammu & Kashmir,Other Specialty Retailers,206673.0,3.0,0.0119047619047619,44.22495703074083,14.020744690430842,7.69,61.54,92.31,40.75,38.46,48.15,57.38,39.92,9.0,4.0,11.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Economic Strength, Industry Presence.",51.11,1.0,Moderate
2025,Jammu & Kashmir,Pets & Animals,206673.0,1.0,0.0039682539682539,,14.020744690430842,15.38,,92.31,50.7,76.92,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Jammu & Kashmir,Professional & Commercial Services,206673.0,12.0,0.0476190476190476,33.88659001643391,14.020744690430842,7.69,100.0,92.31,22.21,84.62,61.36,71.75,46.66,2.0,2.0,7.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Startup Momentum. Potential constraints: Economic Strength, Underpenetration.",52.65,1.0,Moderate
2025,Jammu & Kashmir,Real Estate,206673.0,4.0,0.0158730158730158,58.74010519681994,14.020744690430842,7.69,100.0,92.31,37.4,76.92,62.87,74.02,50.45,2.0,1.0,7.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Startup Momentum. Potential constraints: Economic Strength, Underpenetration.",47.8,0.0,Moderate
2025,Jammu & Kashmir,Renewable Energy,206673.0,7.0,0.0277777777777777,20.507113208761503,14.020744690430842,7.69,69.23,92.31,30.76,38.46,47.69,58.07,38.46,8.0,5.0,12.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Underpenetration",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Economic Strength, Underpenetration.",53.19,1.0,Moderate
2025,Jammu & Kashmir,Retail,206673.0,2.0,0.0079365079365079,-12.64195352637011,14.020744690430842,7.69,7.69,92.31,45.23,7.69,32.12,36.35,27.41,13.0,12.0,13.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Growth",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Growth.",68.75,1.0,High
2025,Jammu & Kashmir,Security Solutions,206673.0,2.0,0.0079365079365079,-26.319370027192267,14.020744690430842,7.69,7.69,92.31,45.23,38.46,38.28,39.43,30.49,13.0,12.0,13.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Growth",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Growth.",71.71,1.0,High
2025,Jammu & Kashmir,Social Impact,206673.0,1.0,0.0039682539682539,0.0,14.020744690430842,14.29,23.08,85.71,50.7,14.29,37.61,42.5,34.11,13.0,11.0,13.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Presence.",69.45,1.0,High
2025,Jammu & Kashmir,Social Network,206673.0,1.0,0.0039682539682539,,14.020744690430842,8.33,,91.67,50.7,83.33,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Jammu & Kashmir,Sports,206673.0,2.0,0.0079365079365079,,14.020744690430842,8.33,,91.67,45.23,83.33,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Jammu & Kashmir,Technology Hardware,206673.0,2.0,0.0079365079365079,0.0,14.020744690430842,7.69,61.54,92.31,45.23,7.69,42.89,55.2,38.18,10.0,5.0,11.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Economic Strength, Industry Presence.",69.52,1.0,High
2025,Jammu & Kashmir,Telecommunication & Networking,206673.0,3.0,0.0119047619047619,14.471424255333186,14.020744690430842,7.69,92.31,92.31,40.75,92.31,65.07,73.53,51.46,3.0,2.0,9.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Economic Strength, Underpenetration.",58.97,1.0,Moderate
2025,Jammu & Kashmir,Textiles & Apparel,206673.0,2.0,0.0079365079365079,25.99210498948732,14.020744690430842,7.69,88.46,92.31,45.23,15.38,49.81,65.39,44.34,7.0,3.0,10.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Economic Strength, Industry Presence.",64.4,1.0,High
2025,Jammu & Kashmir,Toys and Games,206673.0,1.0,0.0039682539682539,,14.020744690430842,8.33,,91.67,50.7,41.67,,,,,,,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Presence",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Presence.",,,
2025,Jammu & Kashmir,Travel & Tourism,206673.0,14.0,0.0555555555555555,91.29311827723888,14.020744690430842,14.29,100.0,85.71,20.17,92.86,62.61,71.18,48.19,1.0,1.0,7.0,High Opportunity,"Industry Growth, Industry Presence","Industry Growth, Industry Presence","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Industry Presence. Potential constraints: Economic Strength, Underpenetration.",41.0,0.0,Moderate
2025,Jammu & Kashmir,Waste Management,206673.0,2.0,0.0079365079365079,25.99210498948732,14.020744690430842,14.29,84.62,85.71,45.23,7.14,47.4,62.23,44.06,8.0,4.0,12.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Industry Presence, Economic Strength.",64.4,1.0,High
2025,Karnataka,AI,2696034.0,208.0,0.0836349014877362,45.880142011972794,-1.0626542093374325,84.62,23.08,30.77,39.53,100.0,55.6,42.14,54.94,5.0,9.0,6.0,Moderate Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Industry Growth, Startup Momentum",Balanced,"Moderate market opportunity with strength in Industry Presence, Economic Strength. Potential constraints: Industry Growth, Startup Momentum.",35.51,0.0,Low
2025,Karnataka,AR VR (Augmented + Virtual Reality),2696034.0,11.0,0.0044229995979091,-7.724115558366041,-1.0626542093374325,80.0,70.0,40.0,67.75,70.0,65.55,63.05,69.33,3.0,5.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Underpenetration",Market Entry,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Startup Momentum, Underpenetration.",59.7,1.0,Moderate
2025,Karnataka,Advertising,2696034.0,17.0,0.0068355448331322,4.260360145884445,-1.0626542093374325,83.33,41.67,33.33,60.56,66.67,57.11,50.03,61.5,7.0,8.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",55.31,1.0,Moderate
2025,Karnataka,Aeronautics Aerospace & Defence,2696034.0,50.0,0.0201045436268596,-5.367714092436426,-1.0626542093374325,83.33,50.0,33.33,48.03,83.33,59.61,52.11,61.08,5.0,7.0,6.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",50.57,1.0,Moderate
2025,Karnataka,Agriculture,2696034.0,105.0,0.0422195416164053,-5.137464314008189,-1.0626542093374325,85.71,14.29,28.57,41.61,7.14,35.46,29.75,44.63,13.0,13.0,9.0,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Presence, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Presence, Industry Growth.",56.45,1.0,Moderate
2025,Karnataka,Analytics,2696034.0,6.0,0.0024125452352231,-24.60525588708462,-1.0626542093374325,80.0,11.11,40.0,77.52,10.0,43.73,38.39,54.48,9.0,9.0,6.0,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Presence, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Presence, Industry Growth.",65.46,1.0,High
2025,Karnataka,Animation,2696034.0,3.0,0.0012062726176115,14.471424255333186,-1.0626542093374325,75.0,71.43,37.5,85.17,25.0,58.82,61.41,68.59,4.0,4.0,3.0,Moderate Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Presence, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Underpenetration, Economic Strength. Potential constraints: Industry Presence, Startup Momentum.",53.5,1.0,Moderate
2025,Karnataka,Architecture Interior Design,2696034.0,22.0,0.0088459991958182,-1.4708018867451211,-1.0626542093374325,83.33,25.0,33.33,56.63,100.0,59.66,46.74,60.32,5.0,10.0,5.0,Moderate Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Industry Presence, Economic Strength. Potential constraints: Industry Growth, Startup Momentum.",51.57,1.0,Moderate
2025,Karnataka,Art & Photography,2696034.0,9.0,0.0036188178528347,8.738037300289214,-1.0626542093374325,81.82,80.0,36.36,70.65,45.45,62.86,63.95,69.92,4.0,4.0,2.0,Moderate Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Industry Presence.",49.05,0.0,Moderate
2025,Karnataka,Automotive,2696034.0,51.0,0.0205066344993968,-13.573346939020537,-1.0626542093374325,83.33,33.33,33.33,47.85,58.33,51.24,43.74,55.19,7.0,9.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Industry Growth, Startup Momentum.",52.68,1.0,Moderate
2025,Karnataka,Biotechnology,2696034.0,17.0,0.0068355448331322,-8.23534978515731,-1.0626542093374325,84.62,18.18,30.77,60.56,53.85,49.59,40.01,55.65,8.0,10.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Startup Momentum.",56.5,1.0,Moderate
2025,Karnataka,Chemicals,2696034.0,8.0,0.0032167269802975,-23.685717163111207,-1.0626542093374325,83.33,16.67,33.33,72.55,16.67,44.51,38.68,55.1,9.0,11.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Industry Presence.",62.53,1.0,High
2025,Karnataka,Computer Vision,2696034.0,2.0,0.0008041817450743,-12.64195352637011,-1.0626542093374325,81.82,10.0,36.36,89.64,18.18,47.2,40.52,58.89,9.0,10.0,5.0,Moderate Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Economic Strength; constraints: Industry Growth, Industry Presence.",70.91,1.0,High
2025,Karnataka,Construction,2696034.0,102.0,0.0410132689987937,6.265856918261115,-1.0626542093374325,85.71,42.86,28.57,41.75,7.14,41.21,39.78,50.38,10.0,10.0,5.0,Moderate Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Industry Presence, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Industry Growth; constraints: Industry Presence, Startup Momentum.",55.79,1.0,Moderate
2025,Karnataka,Dating Matrimonial,2696034.0,1.0,0.0004020908725371,0.0,-1.0626542093374325,71.43,50.0,57.14,95.12,14.29,57.59,59.38,67.11,4.0,4.0,3.0,Moderate Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Presence, Industry Growth",Market Entry,"Moderate market opportunity with strength in Underpenetration, Economic Strength. Potential constraints: Industry Presence, Industry Growth.",66.59,1.0,High
2025,Karnataka,Design,2696034.0,8.0,0.0032167269802975,-7.168223327744416,-1.0626542093374325,84.62,30.77,30.77,72.55,46.15,52.97,46.05,60.99,9.0,10.0,6.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Industry Growth, Startup Momentum.",60.64,1.0,High
2025,Karnataka,Education,2696034.0,137.0,0.0550864495375955,-8.18455003484856,-1.0626542093374325,84.62,30.77,30.77,40.8,61.54,49.7,41.24,53.01,7.0,8.0,6.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Industry Presence; constraints: Industry Growth, Startup Momentum.",57.26,1.0,Moderate
2025,Karnataka,Enterprise Software,2696034.0,52.0,0.020908725371934,-8.101269158731018,-1.0626542093374325,83.33,8.33,33.33,47.4,91.67,52.81,38.23,53.39,7.0,11.0,8.0,Moderate Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Industry Presence, Economic Strength. Potential constraints: Industry Growth, Startup Momentum.",51.13,1.0,Moderate
2025,Karnataka,Events,2696034.0,14.0,0.0056292722155207,15.867554829548336,-1.0626542093374325,84.62,61.54,30.77,64.59,61.54,60.61,56.76,66.3,6.0,7.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Startup Momentum, Industry Growth.",51.56,1.0,Moderate
2025,Karnataka,Fashion,2696034.0,42.0,0.0168878166465621,6.265856918261115,-1.0626542093374325,84.62,23.08,30.77,49.93,46.15,46.91,38.83,52.67,10.0,11.0,6.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Startup Momentum.",49.32,0.0,Moderate
2025,Karnataka,Finance Technology,2696034.0,84.0,0.0337756332931242,-11.4548784238371,-1.0626542093374325,83.33,33.33,33.33,43.55,91.67,57.04,46.21,57.23,4.0,8.0,3.0,Moderate Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Industry Presence, Economic Strength. Potential constraints: Industry Growth, Startup Momentum.",55.49,1.0,Moderate
2025,Karnataka,Food & Beverages,2696034.0,158.0,0.0635303578608765,-0.2100846524083266,-1.0626542093374325,85.71,30.77,28.57,40.34,78.57,52.79,42.41,54.69,6.0,9.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",57.31,1.0,Moderate
2025,Karnataka,Green Technology,2696034.0,43.0,0.0172899075190993,-7.311703891312737,-1.0626542093374325,84.62,23.08,30.77,49.66,53.85,48.39,39.55,53.36,8.0,11.0,6.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Industry Presence; constraints: Industry Growth, Startup Momentum.",50.54,1.0,Moderate
2025,Karnataka,Healthcare & Lifesciences,2696034.0,215.0,0.0864495375954965,-5.52880118099247,-1.0626542093374325,85.71,15.38,28.57,39.44,50.0,43.82,33.99,48.48,10.0,11.0,8.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Industry Presence; constraints: Industry Growth, Startup Momentum.",54.46,1.0,Moderate
2025,Karnataka,House-Hold Services,2696034.0,13.0,0.0052271813429835,0.0,-1.0626542093374325,83.33,40.91,33.33,65.76,16.67,48.0,45.8,57.91,9.0,8.0,5.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Presence, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Presence, Startup Momentum.",59.6,1.0,Moderate
2025,Karnataka,Human Resources,2696034.0,49.0,0.0197024527543224,-1.9612921092163504,-1.0626542093374325,84.62,46.15,30.77,48.21,53.85,52.72,47.34,57.54,6.0,7.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",50.7,1.0,Moderate
2025,Karnataka,IT Services,2696034.0,337.0,0.1355046240450342,1.846569665346709,-1.0626542093374325,84.62,53.85,30.77,38.9,84.62,58.55,51.24,59.36,3.0,6.0,1.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",53.84,1.0,Moderate
2025,Karnataka,Indic Language Startups,2696034.0,10.0,0.0040209087253719,12.624788044360605,-1.0626542093374325,83.33,81.82,33.33,69.2,66.67,66.87,65.81,72.12,2.0,3.0,2.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Industry Presence",Market Entry,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Startup Momentum, Industry Presence.",47.45,0.0,Moderate
2025,Karnataka,Internet of Things,2696034.0,17.0,0.0068355448331322,-23.51872695266296,-1.0626542093374325,81.82,27.27,36.36,60.56,45.45,50.29,43.48,56.35,8.0,10.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Industry Growth, Startup Momentum.",64.22,1.0,High
2025,Karnataka,Logistics,2696034.0,16.0,0.006433453960595,13.30326698854094,-1.0626542093374325,84.62,33.33,30.77,61.87,15.38,45.2,41.73,55.23,9.0,9.0,6.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Presence, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Presence, Startup Momentum.",51.19,1.0,Moderate
2025,Karnataka,Marketing,2696034.0,34.0,0.0136710896662645,4.260360145884445,-1.0626542093374325,84.62,61.54,30.77,51.88,69.23,59.61,54.99,63.26,3.0,5.0,3.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",48.94,0.0,Moderate
2025,Karnataka,Media & Entertainment,2696034.0,24.0,0.0096501809408926,-12.64195352637011,-1.0626542093374325,84.62,23.08,30.77,55.31,23.08,43.37,37.6,51.98,11.0,12.0,7.0,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Industry Presence.",52.89,1.0,Moderate
2025,Karnataka,Nanotechnology,2696034.0,3.0,0.0012062726176115,-30.663872564936533,-1.0626542093374325,71.43,14.29,57.14,85.17,71.43,59.89,50.6,62.69,4.0,6.0,4.0,Moderate Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Underpenetration, Economic Strength. Potential constraints: Industry Growth, Startup Momentum.",65.07,1.0,High
2025,Karnataka,Non- Renewable Energy,2696034.0,2.0,0.0008041817450743,-55.03556869773908,-1.0626542093374325,83.33,16.67,33.33,89.64,8.33,46.26,41.26,59.39,10.0,11.0,5.0,Lower Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Presence, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Economic Strength; constraints: Industry Presence, Industry Growth.",70.65,1.0,High
2025,Karnataka,Other Specialty Retailers,2696034.0,28.0,0.0112585444310414,29.14320482462449,-1.0626542093374325,84.62,30.77,30.77,53.96,30.77,46.18,40.79,53.88,10.0,10.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Startup Momentum.",38.53,0.0,Low
2025,Karnataka,Others,2696034.0,1.0,0.0004020908725371,-75.85018079727416,-1.0626542093374325,100.0,100.0,100.0,95.12,100.0,99.02,99.02,98.53,1.0,1.0,1.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Underpenetration, Economic Strength",Balanced,"Strong market opportunity. Key strengths: Economic Strength, Industry Growth. Main consideration: Underpenetration, Economic Strength.",71.5,1.0,High
2025,Karnataka,Pets & Animals,2696034.0,15.0,0.0060313630880579,7.721734501594191,-1.0626542093374325,84.62,80.0,30.77,63.09,92.31,70.16,66.0,72.62,1.0,2.0,1.0,High Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Startup Momentum, Underpenetration",Market Entry,"Strong market opportunity. Key strengths: Industry Presence, Economic Strength. Main consideration: Startup Momentum, Underpenetration.",54.1,1.0,Moderate
2025,Karnataka,Professional & Commercial Services,2696034.0,92.0,0.0369923602734217,6.575671665233052,-1.0626542093374325,84.62,84.62,30.77,42.97,46.15,57.82,58.98,62.89,3.0,4.0,2.0,High Opportunity,"Economic Strength, Industry Growth","Economic Strength, Industry Growth","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Growth. Potential constraints: Startup Momentum, Underpenetration.",54.22,1.0,Moderate
2025,Karnataka,Real Estate,2696034.0,53.0,0.0213108162444712,15.948637819501933,-1.0626542093374325,84.62,61.54,30.77,47.04,100.0,64.79,57.1,64.88,1.0,5.0,2.0,High Opportunity,"Industry Presence, Economic Strength","Industry Presence, Economic Strength","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Industry Presence, Economic Strength. Potential constraints: Startup Momentum, Underpenetration.",45.34,0.0,Moderate
2025,Karnataka,Renewable Energy,2696034.0,43.0,0.0172899075190993,3.3081575495288007,-1.0626542093374325,84.62,23.08,30.77,49.66,7.69,39.16,34.93,48.74,11.0,11.0,7.0,Lower Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Presence, Industry Growth",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Presence, Industry Growth.",49.95,0.0,Moderate
2025,Karnataka,Retail,2696034.0,57.0,0.02291917973462,1.8185790714934311,-1.0626542093374325,84.62,53.85,30.77,46.63,69.23,57.02,51.25,60.14,4.0,6.0,2.0,High Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Underpenetration",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Underpenetration.",51.23,1.0,Moderate
2025,Karnataka,Robotics,2696034.0,11.0,0.0044229995979091,-2.858721945809062,-1.0626542093374325,83.33,25.0,33.33,67.75,58.33,53.55,44.8,59.49,8.0,11.0,6.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Startup Momentum",Market Entry,"Moderate market opportunity with strength in Economic Strength, Underpenetration. Potential constraints: Industry Growth, Startup Momentum.",59.73,1.0,Moderate
2025,Karnataka,Safety,2696034.0,4.0,0.0016083634901487,-7.168223327744416,-1.0626542093374325,80.0,20.0,40.0,81.82,20.0,48.36,43.36,58.55,8.0,10.0,7.0,Moderate Opportunity,"Underpenetration, Economic Strength","Underpenetration, Economic Strength","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Underpenetration, Economic Strength; constraints: Industry Growth, Industry Presence.",64.22,1.0,High
2025,Karnataka,Security Solutions,2696034.0,25.0,0.0100522718134298,0.0,-1.0626542093374325,84.62,50.0,30.77,55.0,61.54,56.38,50.81,61.11,6.0,8.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence","Economic Strength, Industry Presence","Startup Momentum, Industry Growth",Market Entry,"Moderate market opportunity with strength in Economic Strength, Industry Presence. Potential constraints: Startup Momentum, Industry Growth.",51.29,1.0,Moderate
2025,Karnataka,Social Impact,2696034.0,10.0,0.0040209087253719,-5.896397111897144,-1.0626542093374325,85.71,11.54,28.57,69.2,21.43,43.29,35.74,53.78,11.0,12.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration","Economic Strength, Underpenetration","Industry Growth, Industry Presence",Market Entry,"Lower relative opportunity under the balanced strategy. Primary strengths: Economic Strength, Underpenetration; constraints: Industry Growth, Industry Presence.",58.72,1.0,Moderate
